item_number,material_class,composition_formula,hydrogen_weight_percent,heat_of_formation,temperature,Temp,pressure,author_year,reference_number,comment1,comment2,comment3
2303,MIC,Ti3Sn,0.4,,,,,"Vennstrom, 2002",1345,,Deuterium,
2304,MIC,Ti45Zr38Ni17,2.3,,,,,"Konstanchuk, 2001",1333,Quasicrystalline,at 230C and 1.2 atm,
2309,MIC,Ti75Al25,3.3,,,,,"Hashi, 2002",1351,,,
2310,MIC,Ti75-xAl25Cox,1.6,,,,,"Ishikawa, 2001",1328,x=15 & 25,,
2311,MIC,Ti75-xAl25Crx,0.6,,,,,"Ishikawa, 2001",1328,x=15 & 25,,
2312,MIC,Ti75-xAl25Cux,1.8,,,,,"Ishikawa, 2001",1328,x=15 & 25,,
2313,MIC,Ti75-xAl25Fex,2.1,,,,,"Ishikawa, 2001",1328,x=15 & 25,,
2314,MIC,Ti75-xAl25Hfx,2.1,,,,,"Ishikawa, 2001",1328,x=15 & 25,,
2315,MIC,Ti75-xAl25Mnx,1.5,,,,,"Ishikawa, 2001",1328,x=15 & 25,,
2316,MIC,Ti75-xAl25Mox,1.4,,,,,"Ishikawa, 2002",1350,x=15 & 25,,
2317,MIC,Ti75-xAl25Nbx,2.3,,,,,"Ishikawa, 2002",1350,x=15 & 25,,
2318,MIC,Ti75-xAl25Nix,1.9,,,,,"Ishikawa, 2001",1328,x=15 & 25,,
2319,MIC,Ti75-xAl25Pdx,1.3,,,,,"Ishikawa, 2002",1350,x=15 & 25,,
2320,MIC,Ti75-xAl25Tax,1.9,,,,,"Ishikawa, 2002",1350,x=15 & 25,,
2321,MIC,Ti75-xAl25Vx,2.4,,,,,"Ishikawa, 2001",1328,x=15 & 25,,
2322,MIC,Ti75-xAl25Wx,0.9,,,,,"Ishikawa, 2002",1350,x=15 & 25,,
2323,MIC,Ti75-xAl25Zrx,2.6,,,,,"Ishikawa, 2001",1328,x=15 & 25,,
2324,MIC,Ti80Al20,2.5,,,,,"Hashi, 2002",1351,,,
2325,MIC,TiAl3,0,,,,,"Semenenko, 1982",532,,,
2327,MIC,TiCu3,0.6,,,,,"Padurets, 1982",498,,,
2328,MIC,TiCu3,0.8,,,,,"Yamanaka, 1975",73,,,
2329,MIC,TiNi,1.3,,,,,"Takeshita, 2000",1322,,,No plateau
2330,MIC,Tm2Fe14C,0.2,,,,,"Obbade, 1991",695,,,
2331,MIC,Tm2Fe17,0.2,,,,,"Fruchart, 1995",618,,,
2332,MIC,TmNiAl,0.6,,,,,"Kolomiets, 1999",1335,,,
2333,MIC,U(Fe.3Ni.7)Al,0.2,,,,,"Raj, 2000",1310,,,
2334,MIC,U5Ni4Pd,0.1,,,,,"Drulis, 1982",434,,,
2335,MIC,U6Co,1,,,,,"Beck, 1962",45,,,
2336,MIC,UCoAl,0.4,,,,,"Drulis, 1982",434,,,
2337,MIC,UMnAl,0.05,,,,,"Drulis, 1982",434,,,
2339,MIC,V3Ga,0.7,,,,,"Skripov, 1994",696,,,
2340,MIC,V3Sn,0.4,,,,,"Beck, 1962",45,,,
2341,MIC,V75Nb5Ni20,1,,,,,"Joubert, 2001",1331,Sigma phase,Not saturated?,No plateau
2342,MIC,V75Ni25,0.9,,,,,"Joubert, 2001",1331,Sigma phase,Not saturated?,No plateau
2343,MIC,V75Ti5Ni20,1.1,,,,,"Joubert, 2001",1331,Sigma phase,Not saturated?,No plateau
2344,MIC,V80Ni20,0.9,,,,,"Joubert, 2001",1331,A15 phase,,No plateau
2345,MIC,WO3,0.1,,,,,"Dobrovolsky, 2001",1341,,,
2349,MIC,Y2Fe14B,0.5,,,,,"Pourarian, 1986",575,,,
2350,MIC,Y2Fe17,0.3,,,,,"Fruchart, 1995",618,,,
2352,MIC,Y3Al2,1,,,,,"Semenenko, 1985",1151,,,
2353,MIC,Y3Co,2.5,,,,,"van Mal, 1976",360,,,
2354,MIC,Y3Co2,2.8,,,,,"Chernikov, 1983",432,,,
2355,MIC,Y3Fe28Ta,0.4,,,,,"Skolozdra, 2000",1311,,,
2357,MIC,Y3Ni,2.4,,,,,"van Mal, 1976",360,,,
2358,MIC,Y3Ni,2.4,,,,,"Nikitin, 2001",1326,,,
2359,MIC,Y3Ni2,1.9,,,,,"van Mal, 1976",360,,,
2361,MIC,Y4Co3,2.1,,,,,"van Mal, 1976",360,,,
2365,MIC,Y6Fe23,1.1,,,,,"Smith, 1983",612,,,
2367,MIC,Y6Mn23,1.1,,,,,"van Mal, 1976",360,,,
2368,MIC,Y6Mn23,1.3,,,,,"Malik, 1984",572,,,
2369,MIC,Y6Mn23,1.4,,,,,"Malik, 1977",538,,,
2374,MIC,YCo3,1.5,,,,,"Chernikov, 1983",432,,,
2376,MIC,YCo3,1.6,,,,,"Burnasheva, 1977",542,,,
2378,MIC,YCo3-yGay (M),0.7,,,,,"Yartys', 1992",597,(y=0.6 & 0.9),,
2380,MIC,YFe10.5Mo1.5,0.1,,,,,"Obbade, 1997",659,,,
2381,MIC,YFe11Ti,0.2,,,,,"Obbade, 1997",659,,,
2383,MIC,YFe3,1.9,,,,,"Buschow, 1976",685,,,
2384,MIC,YFe8.6Ti1.1,0.2,,,,,"Revel, 1993",836,,,
2385,MIC,YMn12,0.2,,,,,"van Mal, 1976",360,,,
2387,MIC,YNi3,1.5,,,,,"Buschow, 1979",693,,,
2388,MIC,YNiAl,0.7,,,,,"Kolomiets, 1999",1335,,,
2389,MIC,YTiFe11,0.15,,,,,"Zhang, 1989",578,,,
2393,MIC,Zr2Ni1.5V1.5,1.2,,,,,"Tanaka, 2002",1253,,,No plateau
2395,MIC,Zr2Ni7,0.4,,,,,"Joubert, 1995",619,,,
2397,MIC,Zr3Ag,1.4,,,,,"Beck, 1962",45,,,
2399,MIC,Zr3Co,1.9,,,,,"van Essen, 1979",386,,,
2400,MIC,Zr3Co,2,,,,,"Riabov, 2000",1312,,,
2401,MIC,Zr3Fe,1.9,,,,,"van Essen, 1979",386,,,
2402,MIC,Zr3Fe,2,,,,,"Yartys, 1999",1303,,Deuterium,
2403,MIC,Zr3V3B.24O.36,1.8,,,,,"Yartys, 2001",1332,,Deuterium,
2404,MIC,Zr3V3B.40O.60,1.6,,,,,"Yartys, 2001",1332,,Deuterium,
2406,MIC,Zr3V3O.6,2.2,,,,,"Zavaliy, 2000",1319,,Deuterium,
2407,MIC,Zr4Fe2O.6,1.6,,,,,"Yartys, 1999",1307,,Deuterium,
2408,MIC,Zr5Al3,1.5,,,,,"Clark, 1988",577,,,
2409,MIC,Zr5Al3Oy,0.5,,,,,"Clark, 1988",577,(y=0.5-2.0),,
2410,MIC,Zr5FeSb2,1.4,,,,,"Akselrud, 1999",1339,,,
2411,MIC,Zr5FeSn,1.5,,,,,"Akselrud, 1999",1339,,,
2412,MIC,Zr5Sb3,0.6,,,,,"Beck, 1962",45,,,
2413,MIC,Zr6Co1.5Sn1.5,1.2,,,,,"Akselrud, 1999",1339,,,
2414,MIC,Zr6CoAl2,1.5,,,,,"Zavaliy, 1999",1299,,,
2415,MIC,Zr6CoGa2,1.3,,,,,"Zavaliy, 1999",1299,,,
2416,MIC,Zr6CoSb2,1.4,,,,,"Akselrud, 1999",1339,,,
2417,MIC,Zr6CoSn2,1.1,,,,,"Zavaliy, 1999",1299,,,
2418,MIC,Zr6Cu16Al7,0.5,,,,,"zu Reckendorf, 1990",694,,,
2419,MIC,Zr6FeAl2,1.5,,,,,"Zavaliy, 1999",1299,,,
2420,MIC,Zr6FeGa2,1.2,,,,,"Zavaliy, 1999",1299,,,
2421,MIC,Zr6FeSn2,1.2,,,,,"Zavaliy, 1999",1299,,,
2422,MIC,Zr6Ni1.5Sn1.5,1.3,,,,,"Akselrud, 1999",1339,,,
2423,MIC,Zr6NiAl2,1.4,,,,,"Akselrud, 1999",1339,,,
2424,MIC,Zr6NiAl2,1.5,,,,,"Zavaliy, 1999",1299,,,
2425,MIC,Zr6NiGa2,1.3,,,,,"Zavaliy, 1999",1299,,,
2426,MIC,Zr6NiSb2,1.3,,,,,"Akselrud, 1999",1339,,,
2427,MIC,Zr6NiSn2,1.3,,,,,"Zavaliy, 1999",1299,,,
2430,MIC,Zr8.85Ni11.15,1.3,,,,,"Joubert, 1995",619,,,
2431,MIC,Zr8Ni21,0.5,,,,,"Joubert, 1995",619,,,
2432,MIC,"(Gd,Dy)Mn12",0.3,,,,,"Beck, 1962",45,,,
2434,MIC,(Ti1-xZrx)4Ni2O.3,1.6,,,,,"Zavaliy, 2001",1327,x=0-0.75,,
2441,MIC,Ce15Ni9Si8,1.2,,,,,"Morozkin, 2000",1320,,,
2442,MIC,Ce2Co17,0.1,,,,,"Guidotti, 1977",105,,,
2443,MIC,Ce2Co17,0.4,,,,,"Fokin, 1982",539,,,
2444,MIC,Ce2Co3,1.3,,,,,"Guidotti, 1977",105,,,
2447,MIC,Ce2Co7,1,,,,,"Guidotti, 1977",105,,,
2448,MIC,Ce2Fe14B,0.4,,,,,"Pourarian, 1986",575,,,
2449,MIC,Ce2Fe15Ga2,0.3,,,,,"Isnard, 1997",840,,,
2450,MIC,Ce2Fe16Ga,0.4,,,,,"Isnard, 1997",840,,,
2451,MIC,Ce2Fe17,0.4,,23,296.15,,"Fruchart, 1997",656,,,
2452,MIC,Ce2Fe17,0.4,,,,,"Isnard, 1997",838,,,
2453,MIC,Ce2Fe17,0.4,,,,,"Fruchart, 1995",618,,,
2454,MIC,Ce2Fe17,0.4,,,,,"Isnard, 1997",840,,,
2455,MIC,Ce2Ni.8Si1.2,1,,,,,"Lushnikov, 1999",1309,,,
2456,MIC,Ce2Ni.8Si1.2,1,,,,,"Morozkin, 1999",1336,,,
2457,MIC,Ce2Ni1.2Si.8,1.3,,,,,"Lushnikov, 1999",1309,,,
2458,MIC,Ce2Ni1.2Si.8,1.3,,,,,"Morozkin, 1999",1336,,,
2459,MIC,Ce2Ni7,0.6,,,,,"Guidotti, 1977",105,,,
2492,SS,Pd1-xAgx,0.2,,,,,"Burch, 1969",477,(x=0-0.4),,
2495,SS,Pd1-xCex,0.1,,,,,"McFall, 1973",470,(x=0.075-0.101),,
2507,SS,Pd1-xRhx,0.9,,,,,"Baranowski, 1973",464,(x=0.05-0.4),,
2511,SS,Pd1-xTix,0.1,,,,,"Evans, 1980",462,(x=0-0.1),,
2519,SS,Ta1-xVx,0.5,,,,,"Muller, 1986",948,x=0.1-0.9,,
2535,SS,Ti.49Zr.51,2.8,,,,,"Trzeciak, 1956",483,,,
2536,SS,Ti.50V.45Co.05,3.5,,,,,"Verbetsky, 1999",1404,,,
2537,SS,Ti.50V.45Fe.05,3.9,,,,,"Verbetsky, 1999",1404,,,
2538,SS,Ti.58V.40Ni.02,3.7,,1,274.15,,"Verbetsky, 1999",1404,,,
2539,SS,Ti.5V.5,3.88,,,,,"Verbetskii, 1983",455,,,
2541,SS,Ti.65Zr.35N.19,1.9,,,,,"Dolukhanian, 1996",629,,,
2568,SS,Nb1-xVx,2.2,,,,,"Muller, 1986",948,x=0.1-0.9,,
2573,SS,Pd.6Ag.4,0.2,,,,,"Brodowsky, 1965",527,,,
2574,SS,Pd.75Ag.25,0.4,,,,,"Hughes, 1978",461,,,
2603,SS,Pd.92Y.08,0.4,,,,,"Hughes, 1978",461,,,
2605,SS,Pd.942Ce.058,0.4,,,,,"Hughes, 1978",461,,,
2614,SS,Ti.78V.20Ni.02,3.5,,,,,"Verbetsky, 1999",1404,,,
2615,SS,Ti.81Zr.19N.25,2,,,,,"Dolukhanian, 1996",629,,,
2616,SS,Ti.93Mn.07,3.8,,,,,"Trzeciak, 1956",483,,,
2618,SS,Ti.95-xVxNi.05,3.3,,,,,"Verbetsky, 1999",1404,x=0.2-0.8,,
2619,SS,Ti.98-xVxCo.02,3.6,,,,,"Verbetsky, 1999",1404,x=0.2-0.8,,
2620,SS,Ti.98-xVxFe.02,3.8,,,,,"Verbetsky, 1999",1404,x=0.2-0.8,,
2621,SS,Ti1-xCrx,3.2,,,,,"Trzeciak, 1956",483,(x=0.11 and 0.19),,
2622,SS,Ti1-xMox,2.5,,,,,"Trzeciak, 1956",483,(x=0.18-0.33),,
2623,SS,Ti1-xNbx,3.7,,,,,"Trzeciak, 1956",483,(x=0.11 and 0.26),,
2624,SS,Ti1-xVx,3.7,,,,,"Nagel, 1975",454,(x=0.02-0.35),,
2625,SS,Ti1-xVx,3.2,,,,,"Trzeciak, 1956",483,(x=0.14-0.69),,
2626,SS,Ti1-xVxFe.02,3.92,,,,,"Verbetskii, 1983",455,(x=0.2-0.8),,
2627,SS,Ti1-xVxNi.02,3.4,,,,,"Verbetskii, 1985",456,(x=0.2-0.6),,
2628,SS,Ti1-xVxNi.05,3.3,,,,,"Verbetskii, 1985",456,(x=0.3-0.8),,
2629,SS,Ti1-x-yVxAly,1,,,,,"Verbetsky, 1984",1149,"x=0.40-0.75, y=0.04-0.25",,
2630,SS,Ti1-x-yVxCoy,1.8,,,,,"Verbetsky, 1986",1153,"x=0.05-o.9, y=0.05-0.1",,
2631,SS,Ti1-xZrx,2.1,,,,,"Grushina, 1963",475,(x=0-1),,
2642,SS,V.62Ti.2Ni.18,1.2,,,,,"Nambu, 2002",1413,,,No plateau
2647,SS,V.67Ti.33,3.88,,,,,"Verbetskii, 1983",455,,,
2649,SS,V.6Ti.38Fe.02,4.14,,,,,"Verbetskii, 1983",455,,,
2656,SS,V.8Ti.18Fe.02,3.79,,,,,"Verbetskii, 1983",455,,,
2705,SS,V1-xTix,3.8,,,,,"Verbetskii, 1985",456,"(x=0.34, 0.5)",,
2708,SS,Zr.5Nb.5N.34,1,,,,,"Dolukhanian, 1996",629,,,
2709,SS,Zr.7Nb.3N.33,1.1,,,,,"Dolukhanian, 1996",629,,,
2713,SS,Zr.94V.06,2.1,,,,,"Trzeciak, 1956",483,,,
2714,SS,Zr.96Mo.04,2,,,,,"Trzeciak, 1956",483,,,
2715,SS,Zr.96Sn.04,1.9,,,,,"Trzeciak, 1956",483,,,
2717,SS,Zr.977Ni.023,2.4,,,,,"Trzeciak, 1956",483,,,
2718,SS,Zr.97Cr.03,2.1,,,,,"Trzeciak, 1956",483,,,
2721,SS,Zr1-xNbx,2,,,,,"Trzeciak, 1956",483,(x=0.12 and 0.25),,
2722,SS,ZrN.28,1.2,,,,,"Dolukhanian, 1996",629,,,
//,,,,,,,,,,,,
